"resonator_l [in]","resonator_w [in]","Freq [GHz]","dB(St(wguide_T2,wguide_T1)) []"
2.4,0.054,1.2534,-2.45967143366161
2.4,0.054,1.2536,-2.46663545360737
2.4,0.054,1.2538,-2.47363645688839
2.4,0.054,1.254,-2.4806747358525
2.4,0.054,1.2542,-2.48775058585448
2.4,0.054,1.2544,-2.49486430529364
2.4,0.054,1.2546,-2.50201619565196
2.4,0.054,1.2548,-2.50920656153272
2.4,0.054,1.255,-2.51643571069979
2.4,0.054,1.2552,-2.52370395411744
2.4,0.054,1.2554,-2.53101160599075
2.4,0.054,1.2556,-2.53835898380657
2.4,0.054,1.2558,-2.54574640837518
2.4,0.054,1.256,-2.55317420387254
2.4,0.054,1.2562,-2.56064269788308
2.4,0.054,1.2564,-2.56815222144322
2.4,0.054,1.2566,-2.57570310908553
2.4,0.054,1.2568,-2.58329569888351
2.4,0.054,1.257,-2.59093033249708
2.4,0.054,1.2572,-2.59860735521872
2.4,0.054,1.2574,-2.60632711602033
2.4,0.054,1.2576,-2.61408996760079
2.4,0.054,1.2578,-2.62189626643423
2.4,0.054,1.258,-2.62974637281904
2.4,0.054,1.2582,-2.63764065092762
2.4,0.054,1.2584,-2.64557946885686
2.4,0.054,1.2586,-2.65356319867949
2.4,0.054,1.2588,-2.66159221649605
2.4,0.054,1.259,-2.66966690248783
2.4,0.054,1.2592,-2.67778764097044
2.4,0.054,1.2594,-2.68595482044844
2.4,0.054,1.2596,-2.69416883367052
2.4,0.054,1.2598,-2.70243007768581
2.4,0.054,1.26,-2.71073895390086
2.4,0.054,1.2602,-2.71909586813763
2.4,0.054,1.2604,-2.7275012306923
2.4,0.054,1.2606,-2.73595545639502
2.4,0.054,1.2608,-2.74445896467069
2.4,0.054,1.261,-2.75301217960046
2.4,0.054,1.2612,-2.76161552998446
2.4,0.054,1.2614,-2.77026944940534
2.4,0.054,1.2616,-2.77897437629286
2.4,0.054,1.2618,-2.78773075398953
2.4,0.054,1.262,-2.79653903081724
2.4,0.054,1.2622,-2.805399660145
2.4,0.054,1.2624,-2.81431310045767
2.4,0.054,1.2626,-2.82327981542594
2.4,0.054,1.2628,-2.83230027397723
2.4,0.054,1.263,-2.84137495036786
2.4,0.054,1.2632,-2.85050432425639
2.4,0.054,1.2634,-2.85968888077802
2.4,0.054,1.2636,-2.8689291106203
2.4,0.054,1.2638,-2.87822551010002
2.4,0.054,1.264,-2.88757858124138
2.4,0.054,1.2642,-2.8969888318553
2.4,0.054,1.2644,-2.9064567756203
2.4,0.054,1.2646,-2.9159829321643
2.4,0.054,1.2648,-2.92556782714815
2.4,0.054,1.265,-2.93521199235028
2.4,0.054,1.2652,-2.94491596575281
2.4,0.054,1.2654,-2.95468029162913
2.4,0.054,1.2656,-2.96450552063282
2.4,0.054,1.2658,-2.97439220988814
2.4,0.054,1.266,-2.98434092308199
2.4,0.054,1.2662,-2.99435223055737
2.4,0.054,1.2664,-3.00442670940838
2.4,0.054,1.2666,-3.01456494357694
2.4,0.054,1.2668,-3.02476752395096
2.4,0.054,1.267,-3.03503504846423
2.4,0.054,1.2672,-3.04536812219805
2.4,0.054,1.2674,-3.05576735748446
2.4,0.054,1.2676,-3.06623337401132
2.4,0.054,1.2678,-3.0767667989291
2.4,0.054,1.268,-3.08736826695953
2.4,0.054,1.2682,-3.09803842050605
2.4,0.054,1.2684,-3.10877790976622
2.4,0.054,1.2686,-3.11958739284603
2.4,0.054,1.2688,-3.13046753587608
2.4,0.054,1.269,-3.1414190131299
2.4,0.054,1.2692,-3.15244250714428
2.4,0.054,1.2694,-3.1635387088416
2.4,0.054,1.2696,-3.1747083176543
2.4,0.054,1.2698,-3.18595204165167
2.4,0.054,1.27,-3.19727059766864
2.4,0.054,1.2702,-3.20866471143697
2.4,0.054,1.2704,-3.2201351177186
2.4,0.054,1.2706,-3.23168256044153
2.4,0.054,1.2708,-3.24330779283791
2.4,0.054,1.271,-3.25501157758477
2.4,0.054,1.2712,-3.26679468694697
2.4,0.054,1.2714,-3.27865790292297
2.4,0.054,1.2716,-3.29060201739301
2.4,0.054,1.2718,-3.30262783227009
2.4,0.054,1.272,-3.31473615965343
2.4,0.054,1.2722,-3.32692782198492
2.4,0.054,1.2724,-3.33920365220827
2.4,0.054,1.2726,-3.35156449393105
2.4,0.054,1.2728,-3.3640112015897
2.4,0.054,1.273,-3.3765446406174
2.4,0.054,1.2732,-3.38916568761527
2.4,0.054,1.2734,-3.40187523052638
2.4,0.054,1.2736,-3.41467416881319
2.4,0.054,1.2738,-3.42756341363809
2.4,0.054,1.274,-3.44054388804744
2.4,0.054,1.2742,-3.45361652715875
2.4,0.054,1.2744,-3.4667822783516
2.4,0.054,1.2746,-3.48004210146196
2.4,0.054,1.2748,-3.49339696898009
2.4,0.054,1.275,-3.50684786625234
2.4,0.054,1.2752,-3.52039579168644
2.4,0.054,1.2754,-3.53404175696097
2.4,0.054,1.2756,-3.54778678723848
2.4,0.054,1.2758,-3.56163192138287
2.4,0.054,1.276,-3.57557821218074
2.4,0.054,1.2762,-3.5896267265671
2.4,0.054,1.2764,-3.60377854585516
2.4,0.054,1.2766,-3.61803476597084
2.4,0.054,1.2768,-3.63239649769144
2.4,0.054,1.277,-3.64686486688918
2.4,0.054,1.2772,-3.66144101477926
2.4,0.054,1.2774,-3.67612609817285
2.4,0.054,1.2776,-3.69092128973499
2.4,0.054,1.2778,-3.70582777824735
2.4,0.054,1.278,-3.7208467688764
2.4,0.054,1.2782,-3.73597948344662
2.4,0.054,1.2784,-3.75122716071924
2.4,0.054,1.2786,-3.76659105667637
2.4,0.054,1.2788,-3.78207244481083
2.4,0.054,1.279,-3.79767261642173
2.4,0.054,1.2792,-3.81339288091599
2.4,0.054,1.2794,-3.82923456611574
2.4,0.054,1.2796,-3.84519901857213
2.4,0.054,1.2798,-3.86128760388521
2.4,0.054,1.28,-3.87750170703054
2.4,0.054,1.2802,-3.89384273269215
2.4,0.054,1.2804,-3.91031210560253
2.4,0.054,1.2806,-3.9269112708894
2.4,0.054,1.2808,-3.94364169442962
2.4,0.054,1.281,-3.96050486321042
2.4,0.054,1.2812,-3.9775022856981
2.4,0.054,1.2814,-3.99463549221429
2.4,0.054,1.2816,-4.01190603532007
2.4,0.054,1.2818,-4.02931549020809
2.4,0.054,1.282,-4.04686545510299
2.4,0.054,1.2822,-4.06455755167007
2.4,0.054,1.2824,-4.08239342543272
2.4,0.054,1.2826,-4.10037474619861
2.4,0.054,1.2828,-4.11850320849498
2.4,0.054,1.283,-4.1367805320131
2.4,0.054,1.2832,-4.15520846206246
2.4,0.054,1.2834,-4.17378877003453
2.4,0.054,1.2836,-4.19252325387647
2.4,0.054,1.2838,-4.21141373857539
2.4,0.054,1.284,-4.2304620766528
2.4,0.054,1.2842,-4.24967014867006
2.4,0.054,1.2844,-4.26903986374481
2.4,0.054,1.2846,-4.28857316007873
2.4,0.054,1.2848,-4.30827200549706
2.4,0.054,1.285,-4.32813839799997
2.4,0.054,1.2852,-4.34817436632625
2.4,0.054,1.2854,-4.36838197052951
2.4,0.054,1.2856,-4.38876330256745
2.4,0.054,1.2858,-4.40932048690433
2.4,0.054,1.286,-4.43005568112691
2.4,0.054,1.2862,-4.4509710765747
2.4,0.054,1.2864,-4.47206889898424
2.4,0.054,1.2866,-4.49335140914847
2.4,0.054,1.2868,-4.5148209035909
2.4,0.054,1.287,-4.53647971525564
2.4,0.054,1.2872,-4.55833021421326
2.4,0.054,1.2874,-4.58037480838331
2.4,0.054,1.2876,-4.60261594427338
2.4,0.054,1.2878,-4.62505610773586
2.4,0.054,1.288,-4.64769782474246
2.4,0.054,1.2882,-4.67054366217698
2.4,0.054,1.2884,-4.69359622864711
2.4,0.054,1.2886,-4.71685817531558
2.4,0.054,1.2888,-4.74033219675122
2.4,0.054,1.289,-4.7640210318008
2.4,0.054,1.2892,-4.78792746448165
2.4,0.054,1.2894,-4.81205432489631
2.4,0.054,1.2896,-4.83640449016952
2.4,0.054,1.2898,-4.86098088540818
2.4,0.054,1.29,-4.88578648468503
2.4,0.054,1.2902,-4.91082431204687
2.4,0.054,1.2904,-4.93609744254777
2.4,0.054,1.2906,-4.96160900330833
2.4,0.054,1.2908,-4.98736217460156
2.4,0.054,1.291,-5.01336019096627
2.4,0.054,1.2912,-5.03960634234863
2.4,0.054,1.2914,-5.06610397527325
2.4,0.054,1.2916,-5.09285649404412
2.4,0.054,1.2918,-5.11986736197648
2.4,0.054,1.292,-5.14714010266094
2.4,0.054,1.2922,-5.17467830126037
2.4,0.054,1.2924,-5.20248560584094
2.4,0.054,1.2926,-5.23056572873812
2.4,0.054,1.2928,-5.258922447959
2.4,0.054,1.293,-5.28755960862187
2.4,0.054,1.2932,-5.3164811244345
2.4,0.054,1.2934,-5.34569097921203
2.4,0.054,1.2936,-5.37519322843608
2.4,0.054,1.2938,-5.40499200085634
2.4,0.054,1.294,-5.43509150013583
2.4,0.054,1.2942,-5.46549600654157
2.4,0.054,1.2944,-5.49620987868195
2.4,0.054,1.2946,-5.5272375552924
2.4,0.054,1.2948,-5.55858355707133
2.4,0.054,1.295,-5.59025248856711
2.4,0.054,1.2952,-5.6222490401191
2.4,0.054,1.2954,-5.65457798985337
2.4,0.054,1.2956,-5.68724420573602
2.4,0.054,1.2958,-5.72025264768511
2.4,0.054,1.296,-5.75360836974415
2.4,0.054,1.2962,-5.78731652231847
2.4,0.054,1.2964,-5.82138235447755
2.4,0.054,1.2966,-5.85581121632475
2.4,0.054,1.2968,-5.89060856143736
2.4,0.054,1.297,-5.92577994937968
2.4,0.054,1.2972,-5.96133104829101
2.4,0.054,1.2974,-5.99726763755202
2.4,0.054,1.2976,-6.03359561053188
2.4,0.054,1.2978,-6.07032097741936
2.4,0.054,1.298,-6.10744986814076
2.4,0.054,1.2982,-6.14498853536821
2.4,0.054,1.2984,-6.18294335762126
2.4,0.054,1.2986,-6.2213208424656
2.4,0.054,1.2988,-6.26012762981257
2.4,0.054,1.299,-6.299370495323
2.4,0.054,1.2992,-6.33905635391958
2.4,0.054,1.2994,-6.37919226341178
2.4,0.054,1.2996,-6.41978542823787
2.4,0.054,1.2998,-6.46084320332843
2.4,0.054,1.3,-6.5023730980957
2.4,0.054,1.3002,-6.54438278055459
2.4,0.054,1.3004,-6.58688008157967
2.4,0.054,1.3006,-6.6298729993042
2.4,0.054,1.3008,-6.6733697036659
2.4,0.054,1.301,-6.71737854110672
2.4,0.054,1.3012,-6.76190803943138
2.4,0.054,1.3014,-6.80696691283232
2.4,0.054,1.3016,-6.85256406708669
2.4,0.054,1.3018,-6.89870860493348
2.4,0.054,1.302,-6.94540983163737
2.4,0.054,1.3022,-6.99267726074749
2.4,0.054,1.3024,-7.04052062005894
2.4,0.054,1.3026,-7.08894985778557
2.4,0.054,1.3028,-7.13797514895291
2.4,0.054,1.303,-7.18760690202069
2.4,0.054,1.3032,-7.23785576574407
2.4,0.054,1.3034,-7.28873263628437
2.4,0.054,1.3036,-7.34024866457964
2.4,0.054,1.3038,-7.39241526398625
2.4,0.054,1.304,-7.44524411820292
2.4,0.054,1.3042,-7.4987471894899
2.4,0.054,1.3044,-7.55293672719541
2.4,0.054,1.3046,-7.60782527660329
2.4,0.054,1.3048,-7.66342568811572
2.4,0.054,1.305,-7.71975112678503
2.4,0.054,1.3052,-7.77681508221104
2.4,0.054,1.3054,-7.83463137881894
2.4,0.054,1.3056,-7.89321418653528
2.4,0.054,1.3058,-7.95257803187883
2.4,0.054,1.306,-8.0127378094853
2.4,0.054,1.3062,-8.07370879408497
2.4,0.054,1.3064,-8.13550665295315
2.4,0.054,1.3066,-8.19814745885402
2.4,0.054,1.3068,-8.26164770350069
2.4,0.054,1.307,-8.32602431155294
2.4,0.054,1.3072,-8.39129465517815
2.4,0.054,1.3074,-8.45747656919768
2.4,0.054,1.3076,-8.52458836684696
2.4,0.054,1.3078,-8.59264885617458
2.4,0.054,1.308,-8.66167735710842
2.4,0.054,1.3082,-8.73169371921743
2.4,0.054,1.3084,-8.80271834019967
2.4,0.054,1.3086,-8.87477218512617
2.4,0.054,1.3088,-8.94787680647348
2.4,0.054,1.309,-9.02205436497654
2.4,0.054,1.3092,-9.09732765133619
2.4,0.054,1.3094,-9.17372010881472
2.4,0.054,1.3096,-9.25125585675487
2.4,0.054,1.3098,-9.32995971505722
2.4,0.054,1.31,-9.4098572296512
2.4,0.054,1.3102,-9.49097469899593
2.4,0.054,1.3104,-9.57333920164554
2.4,0.054,1.3106,-9.65697862491329
2.4,0.054,1.3108,-9.74192169466891
2.4,0.054,1.311,-9.82819800630014
2.4,0.054,1.3112,-9.91583805686816
2.4,0.054,1.3114,-10.004873278484
2.4,0.054,1.3116,-10.0953360729278
2.4,0.054,1.3118,-10.1872598475281
2.4,0.054,1.312,-10.2806790523139
2.4,0.054,1.3122,-10.3756292184407
2.4,0.054,1.3124,-10.4721469978845
2.4,0.054,1.3126,-10.5702702043849
2.4,0.054,1.3128,-10.6700378556047
2.4,0.054,1.313,-10.7714902164537
2.4,0.054,1.3132,-10.8746688435034
2.4,0.054,1.3134,-10.979616630396
2.4,0.054,1.3136,-11.086377854117
2.4,0.054,1.3138,-11.1949982219633
2.4,0.054,1.314,-11.3055249189981
2.4,0.054,1.3142,-11.4180066557247
2.4,0.054,1.3144,-11.5324937156552
2.4,0.054,1.3146,-11.6490380023672
2.4,0.054,1.3148,-11.7676930855564
2.4,0.054,1.315,-11.8885142454857
2.4,0.054,1.3152,-12.0115585151008
2.4,0.054,1.3154,-12.1368847189357
2.4,0.054,1.3156,-12.2645535077452
2.4,0.054,1.3158,-12.3946273875953
2.4,0.054,1.316,-12.5271707418787
2.4,0.054,1.3162,-12.6622498444287
2.4,0.054,1.3164,-12.799932861537
2.4,0.054,1.3166,-12.9402898402571
2.4,0.054,1.3168,-13.0833926798646
2.4,0.054,1.317,-13.2293150827379
2.4,0.054,1.3172,-13.3781324801988
2.4,0.054,1.3174,-13.5299219280007
2.4,0.054,1.3176,-13.6847619651195
2.4,0.054,1.3178,-13.8427324282917
2.4,0.054,1.318,-14.0039142132917
2.4,0.054,1.3182,-14.168388972218
2.4,0.054,1.3184,-14.3362387340094
2.4,0.054,1.3186,-14.5075454329748
2.4,0.054,1.3188,-14.682390327237
2.4,0.054,1.319,-14.8608532855634
2.4,0.054,1.3192,-15.0430119170198
2.4,0.054,1.3194,-15.2289405131104
2.4,0.054,1.3196,-15.4187087664757
2.4,0.054,1.3198,-15.6123802236753
2.4,0.054,1.32,-15.8100104219872
2.4,0.054,1.3202,-16.0116446514006
2.4,0.054,1.3204,-16.2173152729997
2.4,0.054,1.3206,-16.4270385137179
2.4,0.054,1.3208,-16.6408106450729
2.4,0.054,1.321,-16.858603440217
2.4,0.054,1.3212,-17.0803587899508
2.4,0.054,1.3214,-17.3059823451134
2.4,0.054,1.3216,-17.5353360413973
2.4,0.054,1.3218,-17.768229355298
2.4,0.054,1.322,-18.004409139862
2.4,0.054,1.3222,-18.2435479007927
2.4,0.054,1.3224,-18.4852304038403
2.4,0.054,1.3226,-18.7289385619797
2.4,0.054,1.3228,-18.97403464705
2.4,0.054,1.323,-19.2197430191884
2.4,0.054,1.3232,-19.4651307844638
2.4,0.054,1.3234,-19.7090880926884
2.4,0.054,1.3236,-19.9503091861485
2.4,0.054,1.3238,-20.1872758089694
2.4,0.054,1.324,-20.4182451698051
2.4,0.054,1.3242,-20.6412452692499
2.4,0.054,1.3244,-20.8540809631128
2.4,0.054,1.3246,-21.0543544809004
2.4,0.054,1.3248,-21.2395040451518
2.4,0.054,1.325,-21.4068634970777
2.4,0.054,1.3252,-21.5537442074723
2.4,0.054,1.3254,-21.6775379423433
2.4,0.054,1.3256,-21.7758359067545
2.4,0.054,1.3258,-21.8465553939558
2.4,0.054,1.326,-21.8880621456363
2.4,0.054,1.3262,-21.8992746900439
2.4,0.054,1.3264,-21.879737435838
2.4,0.054,1.3266,-21.8296525076908
2.4,0.054,1.3268,-21.7498657798234
2.4,0.054,1.327,-21.6418091139227
2.4,0.054,1.3272,-21.5074068773077
2.4,0.054,1.3274,-21.3489590151982
2.4,0.054,1.3276,-21.1690145241329
2.4,0.054,1.3278,-20.970248178211
2.4,0.054,1.328,-20.7553505019223
2.4,0.054,1.3282,-20.5269372601551
2.4,0.054,1.3284,-20.2874810734958
2.4,0.054,1.3286,-20.039264792762
2.4,0.054,1.3288,-19.7843542534053
2.4,0.054,1.329,-19.5245869627588
2.4,0.054,1.3292,-19.261572966213
2.4,0.054,1.3294,-18.9967043481336
2.4,0.054,1.3296,-18.7311703212928
2.4,0.054,1.3298,-18.4659754683792
2.4,0.054,1.33,-18.2019593042447
2.4,0.054,1.3302,-17.9398158630338
2.4,0.054,1.3304,-17.6801124530725
2.4,0.054,1.3306,-17.4233070611341
2.4,0.054,1.3308,-17.1697641362497
2.4,0.054,1.331,-16.9197686569028
2.4,0.054,1.3312,-16.6735385005076
2.4,0.054,1.3314,-16.4312352053723
2.4,0.054,1.3316,-16.1929732552477
2.4,0.054,1.3318,-15.9588280348564
2.4,0.054,1.332,-15.7288426087982
2.4,0.054,1.3322,-15.5030334713206
2.4,0.054,1.3324,-15.2813954043402
2.4,0.054,1.3326,-15.063905568409
2.4,0.054,1.3328,-14.8505269376726
2.4,0.054,1.333,-14.6412111763641
2.4,0.054,1.3332,-14.4359010415968
2.4,0.054,1.3334,-14.2345323855428
2.4,0.054,1.3336,-14.0370358196018
2.4,0.054,1.3338,-13.8433380939427
2.4,0.054,1.334,-13.6533632377499
2.4,0.054,1.3342,-13.467033498569
2.4,0.054,1.3344,-13.284270113183
2.4,0.054,1.3346,-13.1049939373794
2.4,0.054,1.3348,-12.9291259576415
2.4,0.054,1.335,-12.7565877041518
2.4,0.054,1.3352,-12.5873015813983
2.4,0.054,1.3354,-12.4211911300779
2.4,0.054,1.3356,-12.2581812317902
2.4,0.054,1.3358,-12.098198266175
2.4,0.054,1.336,-11.9411702285909
2.4,0.054,1.3362,-11.7870268151325
2.4,0.054,1.3364,-11.6356994806831
2.4,0.054,1.3366,-11.4871214747837
2.4,0.054,1.3368,-11.3412278593212
2.4,0.054,1.337,-11.1979555113952
2.4,0.054,1.3372,-11.057243114169
2.4,0.054,1.3374,-10.9190311380583
2.4,0.054,1.3376,-10.7832618142215
2.4,0.054,1.3378,-10.6498791019915
2.4,0.054,1.338,-10.5188286516193
2.4,0.054,1.3382,-10.3900577634653
2.4,0.054,1.3384,-10.2635153445856
2.4,0.054,1.3386,-10.139151863496
2.4,0.054,1.3388,-10.0169193037617
2.4,0.054,1.339,-9.89677111694416
2.4,0.054,1.3392,-9.77866217534132
2.4,0.054,1.3394,-9.66254872487611
2.4,0.054,1.3396,-9.54838833842122
2.4,0.054,1.3398,-9.43613986978847
2.4,0.054,1.34,-9.32576340856635
2.4,0.054,1.3402,-9.21722023594698
2.4,0.054,1.3404,-9.11047278165287
2.4,0.054,1.3406,-9.00548458204214
2.4,0.054,1.3408,-8.90222023945243
2.4,0.054,1.341,-8.80064538281994
2.4,0.054,1.3412,-8.70072662959875
2.4,0.054,1.3414,-8.60243154898794
2.4,0.054,1.3416,-8.50572862646665
2.4,0.054,1.3418,-8.4105872296272
2.4,0.054,1.342,-8.31697757529041
2.4,0.054,1.3422,-8.22487069787908
2.4,0.054,1.3424,-8.13423841902524
2.4,0.054,1.3426,-8.04505331837894
2.4,0.054,1.3428,-7.95728870558854
2.4,0.054,1.343,-7.87091859341538
2.4,0.054,1.3432,-7.78591767194931
2.4,0.054,1.3434,-7.70226128388679
2.4,0.054,1.3436,-7.6199254008365
2.4,0.054,1.3438,-7.53888660061337
2.4,0.054,1.344,-7.4591220454857
2.4,0.054,1.3442,-7.38060946133829
2.4,0.054,1.3444,-7.30332711771521
2.4,0.054,1.3446,-7.22725380870867
2.4,0.054,1.3448,-7.15236883465712
2.4,0.054,1.345,-7.07865198462149
2.4,0.054,1.3452,-7.00608351960498
2.4,0.054,1.3454,-6.93464415648695
2.4,0.054,1.3456,-6.86431505263831
2.4,0.054,1.3458,-6.79507779119039
2.4,0.054,1.346,-6.72691436692807
2.4,0.054,1.3462,-6.6598071727805
2.4,0.054,1.3464,-6.59373898688221
2.4,0.054,1.3466,-6.52869296018015
2.4,0.054,1.3468,-6.46465260456153
2.4,0.054,1.347,-6.40160178148007
2.4,0.054,1.3472,-6.33952469105736
2.4,0.054,1.3474,-6.27840586163866
2.4,0.054,1.3476,-6.21823013978201
2.4,0.054,1.3478,-6.1589826806617
2.4,0.054,1.348,-6.10064893886672
2.4,0.054,1.3482,-6.04321465957638
2.4,0.054,1.3484,-5.98666587009609
2.4,0.054,1.3486,-5.93098887173699
2.4,0.054,1.3488,-5.87617023202308
2.4,0.054,1.349,-5.82219677721194
2.4,0.054,1.3492,-5.76905558511335
2.4,0.054,1.3494,-5.716733978194
2.4,0.054,1.3496,-5.66521951695321
2.4,0.054,1.3498,-5.61449999355878
2.4,0.054,1.35,-5.56456342573022
2.4,0.054,1.3502,-5.51539805085888
2.4,0.054,1.3504,-5.46699232035293
2.4,0.054,1.3506,-5.41933489419808
2.4,0.054,1.3508,-5.37241463572374
2.4,0.054,1.351,-5.32622060656477
2.4,0.054,1.3512,-5.28074206181118
2.4,0.054,1.3514,-5.23596844533569
2.4,0.054,1.3516,-5.19188938529216
2.4,0.054,1.3518,-5.14849468977663
2.4,0.054,1.352,-5.10577434264393
2.4,0.054,1.3522,-5.0637184994724
2.4,0.054,1.3524,-5.02231748367043
2.4,0.054,1.3526,-4.98156178271812
2.4,0.054,1.3528,-4.9414420445383
2.4,0.054,1.353,-4.90194907399077
2.4,0.054,1.3532,-4.86307382948448
2.4,0.054,1.3534,-4.82480741970217
2.4,0.054,1.3536,-4.78714110043297
2.4,0.054,1.3538,-4.75006627150743
2.4,0.054,1.354,-4.7135744738309
2.4,0.054,1.3542,-4.67765738651098
2.4,0.054,1.3544,-4.64230682407486
2.4,0.054,1.3546,-4.60751473377224
2.4,0.054,1.3548,-4.57327319296086
2.4,0.054,1.355,-4.53957440657001
2.4,0.054,1.3552,-4.50641070464008
2.4,0.054,1.3554,-4.47377453993332
2.4,0.054,1.3556,-4.44165848561412
2.4,0.054,1.3558,-4.41005523299477
2.4,0.054,1.356,-4.37895758934497
2.4,0.054,1.3562,-4.34835847576155
2.4,0.054,1.3564,-4.31825092509634
2.4,0.054,1.3566,-4.28862807993971
2.4,0.054,1.3568,-4.25948319065749
2.4,0.054,1.357,-4.2308096134792
2.4,0.054,1.3572,-4.20260080863517
2.4,0.054,1.3574,-4.17485033854109
2.4,0.054,1.3576,-4.14755186602759
2.4,0.054,1.3578,-4.12069915261377
2.4,0.054,1.358,-4.09428605682206
2.4,0.054,1.3582,-4.06830653253361
2.4,0.054,1.3584,-4.04275462738227
2.4,0.054,1.3586,-4.01762448118586
2.4,0.054,1.3588,-3.9929103244131
2.4,0.054,1.359,-3.96860647668529
2.4,0.054,1.3592,-3.94470734531095
2.4,0.054,1.3594,-3.92120742385292
2.4,0.054,1.3596,-3.89810129072589
2.4,0.054,1.3598,-3.87538360782421
2.4,0.054,1.36,-3.85304911917812
2.4,0.054,1.3602,-3.8310926496381
2.4,0.054,1.3604,-3.80950910358591
2.4,0.054,1.3606,-3.78829346367169
2.4,0.054,1.3608,-3.76744078957613
2.4,0.054,1.361,-3.74694621679705
2.4,0.054,1.3612,-3.72680495545954
2.4,0.054,1.3614,-3.7070122891488
2.4,0.054,1.3616,-3.68756357376522
2.4,0.054,1.3618,-3.66845423640088
2.4,0.054,1.362,-3.64967977423687
2.4,0.054,1.3622,-3.63123575346082
2.4,0.054,1.3624,-3.61311780820397
2.4,0.054,1.3626,-3.59532163949751
2.4,0.054,1.3628,-3.57784301424734
2.4,0.054,1.363,-3.56067776422685
2.4,0.054,1.3632,-3.54382178508729
2.4,0.054,1.3634,-3.5272710353854
2.4,0.054,1.3636,-3.51102153562742
2.4,0.054,1.3638,-3.49506936732958
2.4,0.054,1.364,-3.4794106720943
2.4,0.054,1.3642,-3.46404165070189
2.4,0.054,1.3644,-3.4489585622174
2.4,0.054,1.3646,-3.43415772311203
2.4,0.054,1.3648,-3.41963550639916
2.4,0.054,1.365,-3.40538834078419
2.4,0.054,1.3652,-3.3914127098284
2.4,0.054,1.3654,-3.37770515112609
2.4,0.054,1.3656,-3.36426225549491
2.4,0.054,1.3658,-3.35108066617914
2.4,0.054,1.366,-3.33815707806558
2.4,0.054,1.3662,-3.32548823691174
2.4,0.054,1.3664,-3.31307093858629
2.4,0.054,1.3666,-3.3009020283212
2.4,0.054,1.3668,-3.2889783999757
2.4,0.054,1.367,-3.27729699531165
2.4,0.054,1.3672,-3.26585480328002
2.4,0.054,1.3674,-3.2546488593185
2.4,0.054,1.3676,-3.24367624465983
2.4,0.054,1.3678,-3.23293408565089
2.4,0.054,1.368,-3.22241955308204
2.4,0.054,1.3682,-3.21212986152681
2.4,0.054,1.3684,-3.20206226869167
2.4,0.054,1.3686,-3.19221407477569
2.4,0.054,1.3688,-3.18258262183991
2.4,0.054,1.369,-3.17316529318634
2.4,0.054,1.3692,-3.16395951274627
2.4,0.054,1.3694,-3.15496274447805
2.4,0.054,1.3696,-3.14617249177372
2.4,0.054,1.3698,-3.13758629687486
2.4,0.054,1.37,-3.12920174029713
2.4,0.054,1.3702,-3.12101644026354
2.4,0.054,1.3704,-3.11302805214629
2.4,0.054,1.3706,-3.10523426791703
2.4,0.054,1.3708,-3.09763281560544
2.4,0.054,1.371,-3.09022145876595
2.4,0.054,1.3712,-3.0829979959526
2.4,0.054,1.3714,-3.07596026020164
2.4,0.054,1.3716,-3.06910611852221
2.4,0.054,1.3718,-3.06243347139453
2.4,0.054,1.372,-3.05594025227573
2.4,0.054,1.3722,-3.0496244271132
2.4,0.054,1.3724,-3.04348399386521
2.4,0.054,1.3726,-3.03751698202893
2.4,0.054,1.3728,-3.03172145217547
2.4,0.054,1.373,-3.02609549549211
2.4,0.054,1.3732,-3.02063723333131
2.4,0.054,1.3734,-3.01534481676678
2.4,0.054,1.3736,-3.01021642615614
2.4,0.054,1.3738,-3.00525027071033
2.4,0.054,1.374,-3.00044458806954
2.4,0.054,1.3742,-2.99579764388568
2.4,0.054,1.3744,-2.9913077314111
2.4,0.054,1.3746,-2.98697317109379
2.4,0.054,1.3748,-2.98279231017859
2.4,0.054,1.375,-2.97876352231465
2.4,0.054,1.3752,-2.97488520716886
2.4,0.054,1.3754,-2.97115579004524
2.4,0.054,1.3756,-2.96757372151019
2.4,0.054,1.3758,-2.96413747702346
2.4,0.054,1.376,-2.96084555657496
2.4,0.054,1.3762,-2.95769648432701
2.4,0.054,1.3764,-2.95468880826225
2.4,0.054,1.3766,-2.95182109983696
2.4,0.054,1.3768,-2.94909195363975
2.4,0.054,1.377,-2.94649998705558
2.4,0.054,1.3772,-2.94404383993501
2.4,0.054,1.3774,-2.9417221742686
2.4,0.054,1.3776,-2.93953367386636
2.4,0.054,1.3778,-2.93747704404226
2.4,0.054,1.378,-2.93555101130366
2.4,0.054,1.3782,-2.93375432304559
2.4,0.054,1.3784,-2.93208574724986
2.4,0.054,1.3786,-2.93054407218885
2.4,0.054,1.3788,-2.9291281061341
2.4,0.054,1.379,-2.92783667706925
2.4,0.054,1.3792,-2.92666863240778
2.4,0.054,1.3794,-2.92562283871503
2.4,0.054,1.3796,-2.92469818143473
2.4,0.054,1.3798,-2.92389356461974
2.4,0.054,1.38,-2.92320791066727
2.4,0.054,1.3802,-2.9226401600581
2.4,0.054,1.3804,-2.9221892711001
2.4,0.054,1.3806,-2.92185421967574
2.4,0.054,1.3808,-2.92163399899375
2.4,0.054,1.381,-2.92152761934468
2.4,0.054,1.3812,-2.92153410786032
